"","alpha_hat_ij_Forb","focal","year","complexity.plant","complexity.animal"
"1932",-0.305677189263711,"CHFU","All","class","group"
"1933",-0.269447310220498,"CHFU","All","class","group"
"1934",-0.246832914941283,"CHFU","All","class","group"
"1935",-0.350438130583722,"CHFU","All","class","group"
"1936",-0.297069977137047,"CHFU","All","class","group"
"1937",-0.385705520157981,"CHFU","All","class","group"
"1938",-0.257018589384153,"CHFU","All","class","group"
"1939",-0.369990365792564,"CHFU","All","class","group"
"1940",-0.393986705561087,"CHFU","All","class","group"
"1941",-0.42534170417541,"CHFU","All","class","group"
"1942",-0.432881406665074,"CHFU","All","class","group"
"1943",-0.341928359139131,"CHFU","All","class","group"
"1944",-0.240384205156112,"CHFU","All","class","group"
"1945",-0.398899278160057,"CHFU","All","class","group"
"1946",-0.352122403046434,"CHFU","All","class","group"
"1947",-0.327790574864331,"CHFU","All","class","group"
"1948",-0.327720343319023,"CHFU","All","class","group"
"1949",-0.248345955424555,"CHFU","All","class","group"
"1950",-0.416338801208667,"CHFU","All","class","group"
"1951",-0.413747366495943,"CHFU","All","class","group"
"1952",-0.397991143872697,"CHFU","All","class","group"
"1953",-0.30807388166419,"CHFU","All","class","group"
"1954",-0.299468295338983,"CHFU","All","class","group"
"1955",-0.220872146094111,"CHFU","All","class","group"
"1956",-0.391432416164898,"CHFU","All","class","group"
"1957",-0.377943552752462,"CHFU","All","class","group"
"1958",-0.245775126137597,"CHFU","All","class","group"
"1959",-0.317987619833421,"CHFU","All","class","group"
"1960",-0.374951302749155,"CHFU","All","class","group"
"1961",-0.284623206955459,"CHFU","All","class","group"
"1962",-0.402585987728729,"CHFU","All","class","group"
"1963",-0.260167514089795,"CHFU","All","class","group"
"1964",-0.362338097213841,"CHFU","All","class","group"
"1965",-0.359928938266933,"CHFU","All","class","group"
"1966",-0.373956975463805,"CHFU","All","class","group"
"1967",-0.36061569090992,"CHFU","All","class","group"
"1968",-0.327640925165104,"CHFU","All","class","group"
"1969",-0.489343807413284,"CHFU","All","class","group"
"1970",-0.366955796816377,"CHFU","All","class","group"
"1971",-0.400016737851137,"CHFU","All","class","group"
"1972",-0.287400797051508,"CHFU","All","class","group"
"1973",-0.380573879311079,"CHFU","All","class","group"
"1974",-0.278610051104676,"CHFU","All","class","group"
"1975",-0.304764929526779,"CHFU","All","class","group"
"1976",-0.275223249867768,"CHFU","All","class","group"
"1977",-0.355411136902127,"CHFU","All","class","group"
"1978",-0.382524483414869,"CHFU","All","class","group"
"1979",-0.472744602925316,"CHFU","All","class","group"
"1980",-0.389676956994618,"CHFU","All","class","group"
"1981",-0.31266565124205,"CHFU","All","class","group"
"1982",-0.447126028505442,"CHFU","All","class","group"
"1983",-0.386838694631662,"CHFU","All","class","group"
"1984",-0.239033638320004,"CHFU","All","class","group"
"1985",-0.308414899992841,"CHFU","All","class","group"
"1986",-0.488390162395607,"CHFU","All","class","group"
"1987",-0.305866423237884,"CHFU","All","class","group"
"1988",-0.354303812856694,"CHFU","All","class","group"
"1989",-0.300585727654704,"CHFU","All","class","group"
"1990",-0.287237352397221,"CHFU","All","class","group"
"1991",-0.336699677171702,"CHFU","All","class","group"
"1992",-0.426553067683407,"CHFU","All","class","group"
"1993",-0.415228819592836,"CHFU","All","class","group"
"1994",-0.343484407916749,"CHFU","All","class","group"
"1995",-0.415557825005339,"CHFU","All","class","group"
"1996",-0.218712536474616,"CHFU","All","class","group"
"1997",-0.268285612594365,"CHFU","All","class","group"
"1998",-0.33844552594197,"CHFU","All","class","group"
"1999",-0.328023012689166,"CHFU","All","class","group"
"2000",-0.266303749558597,"CHFU","All","class","group"
"2001",-0.312104175307115,"CHFU","All","class","group"
"2002",-0.331151484511762,"CHFU","All","class","group"
"2003",-0.457777529806587,"CHFU","All","class","group"
"2004",-0.345309995033133,"CHFU","All","class","group"
"2005",-0.302859630045507,"CHFU","All","class","group"
"2006",-0.423186544218762,"CHFU","All","class","group"
"2007",-0.33977802683654,"CHFU","All","class","group"
"2008",-0.292744605992106,"CHFU","All","class","group"
"2009",-0.298510360257428,"CHFU","All","class","group"
"2010",-0.48482451161366,"CHFU","All","class","group"
"2011",-0.373067752389684,"CHFU","All","class","group"
"2012",-0.302235869195046,"CHFU","All","class","group"
"2013",-0.316172063286186,"CHFU","All","class","group"
"2014",-0.3429951392591,"CHFU","All","class","group"
"2015",-0.334356058117829,"CHFU","All","class","group"
"2016",-0.333871977575795,"CHFU","All","class","group"
"2017",-0.465189399664724,"CHFU","All","class","group"
"2018",-0.250482669009841,"CHFU","All","class","group"
"2019",-0.302743726592709,"CHFU","All","class","group"
"2020",-0.312632013718183,"CHFU","All","class","group"
"2021",-0.212209609460527,"CHFU","All","class","group"
"2022",-0.189869171908524,"CHFU","All","class","group"
"2023",-0.299375108223253,"CHFU","All","class","group"
"2024",-0.30258072287109,"CHFU","All","class","group"
"2025",-0.428692377075398,"CHFU","All","class","group"
"2026",-0.265201213245188,"CHFU","All","class","group"
"2027",-0.235301146386187,"CHFU","All","class","group"
"2028",-0.470492910477557,"CHFU","All","class","group"
"2029",-0.177841600937998,"CHFU","All","class","group"
"2030",-0.388451010517466,"CHFU","All","class","group"
"2031",-0.369238657682389,"CHFU","All","class","group"
"2032",-0.34807251177901,"CHFU","All","class","group"
"2033",-0.421236417681749,"CHFU","All","class","group"
"2034",-0.305016730662401,"CHFU","All","class","group"
"2035",-0.289465500260612,"CHFU","All","class","group"
"2036",-0.318005942872201,"CHFU","All","class","group"
"2037",-0.275458264937737,"CHFU","All","class","group"
"2038",-0.39666183046761,"CHFU","All","class","group"
"2039",-0.346892762296263,"CHFU","All","class","group"
"2040",-0.284668719575984,"CHFU","All","class","group"
"2041",-0.320467806207785,"CHFU","All","class","group"
"2042",-0.344610951057524,"CHFU","All","class","group"
"2043",-0.380285833213251,"CHFU","All","class","group"
"2044",-0.343830965514817,"CHFU","All","class","group"
"2045",-0.399489717239215,"CHFU","All","class","group"
"2046",-0.222537405273672,"CHFU","All","class","group"
"2047",-0.386234857790901,"CHFU","All","class","group"
"2048",-0.280206932203785,"CHFU","All","class","group"
"2049",-0.359204393561965,"CHFU","All","class","group"
"2050",-0.416208722222375,"CHFU","All","class","group"
"2051",-0.256606566510542,"CHFU","All","class","group"
"2052",-0.414004468183894,"CHFU","All","class","group"
"2053",-0.353171251801621,"CHFU","All","class","group"
"2054",-0.446513178095059,"CHFU","All","class","group"
"2055",-0.244197729369761,"CHFU","All","class","group"
"2056",-0.286875939701293,"CHFU","All","class","group"
"2057",-0.436959102534338,"CHFU","All","class","group"
"2058",-0.46199690538734,"CHFU","All","class","group"
"2059",-0.503394774740998,"CHFU","All","class","group"
"2060",-0.368445222779799,"CHFU","All","class","group"
"2061",-0.428914590026273,"CHFU","All","class","group"
"2062",-0.292025400850566,"CHFU","All","class","group"
"2063",-0.255691173942012,"CHFU","All","class","group"
"2064",-0.401668846375249,"CHFU","All","class","group"
"2065",-0.333461261299995,"CHFU","All","class","group"
"2066",-0.267775763750466,"CHFU","All","class","group"
"2067",-0.363961946292054,"CHFU","All","class","group"
"2068",-0.252907799468921,"CHFU","All","class","group"
"2069",-0.311245020300388,"CHFU","All","class","group"
"2070",-0.344365971117279,"CHFU","All","class","group"
"2071",-0.249860387717385,"CHFU","All","class","group"
"2072",-0.270256654110173,"CHFU","All","class","group"
"2073",-0.382299157204218,"CHFU","All","class","group"
"2074",-0.302560169849381,"CHFU","All","class","group"
"2075",-0.411984134142589,"CHFU","All","class","group"
"2076",-0.419999493627574,"CHFU","All","class","group"
"2077",-0.281296090067942,"CHFU","All","class","group"
"2078",-0.354309285531577,"CHFU","All","class","group"
"2079",-0.440143258605585,"CHFU","All","class","group"
"2080",-0.32009896366214,"CHFU","All","class","group"
"2081",-0.356847710085136,"CHFU","All","class","group"
"2082",-0.401760375693928,"CHFU","All","class","group"
"2083",-0.212086873939331,"CHFU","All","class","group"
"2084",-0.269338491720925,"CHFU","All","class","group"
"2085",-0.293316121608607,"CHFU","All","class","group"
"2086",-0.36695380920693,"CHFU","All","class","group"
"2087",-0.201312580670318,"CHFU","All","class","group"
"2088",-0.256899344936939,"CHFU","All","class","group"
"2089",-0.340569297437086,"CHFU","All","class","group"
"2090",-0.413629504213658,"CHFU","All","class","group"
"2091",-0.40907534406263,"CHFU","All","class","group"
"2092",-0.328623252763152,"CHFU","All","class","group"
"2093",-0.277406167174915,"CHFU","All","class","group"
"2094",-0.314311215137819,"CHFU","All","class","group"
"2095",-0.369232398448541,"CHFU","All","class","group"
"2096",-0.370093300062854,"CHFU","All","class","group"
"2097",-0.417951921341385,"CHFU","All","class","group"
"2098",-0.28948178410745,"CHFU","All","class","group"
"2099",-0.298429505211746,"CHFU","All","class","group"
"2100",-0.327894497198792,"CHFU","All","class","group"
"2101",-0.258827454220214,"CHFU","All","class","group"
"2102",-0.15672334243279,"CHFU","All","class","group"
"2103",-0.34326943130913,"CHFU","All","class","group"
"2104",-0.379768525300852,"CHFU","All","class","group"
"2105",-0.353731952794616,"CHFU","All","class","group"
"2106",-0.342701413014442,"CHFU","All","class","group"
"2107",-0.251409837823464,"CHFU","All","class","group"
"2108",-0.434894047621314,"CHFU","All","class","group"
"2109",-0.248539187279165,"CHFU","All","class","group"
"2110",-0.283585882113191,"CHFU","All","class","group"
"2111",-0.474320778864099,"CHFU","All","class","group"
"2112",-0.335732343338284,"CHFU","All","class","group"
"2113",-0.324177232286154,"CHFU","All","class","group"
"2114",-0.368957126592107,"CHFU","All","class","group"
"2115",-0.36362182990407,"CHFU","All","class","group"
"2116",-0.287078161401871,"CHFU","All","class","group"
"2117",-0.482044768228082,"CHFU","All","class","group"
"2118",-0.362339769974417,"CHFU","All","class","group"
"2119",-0.260755332700836,"CHFU","All","class","group"
"2120",-0.269296275242754,"CHFU","All","class","group"
"2121",-0.34490172776596,"CHFU","All","class","group"
"2122",-0.33316463842739,"CHFU","All","class","group"
"2123",-0.275747935185772,"CHFU","All","class","group"
"2124",-0.273830979853596,"CHFU","All","class","group"
"2125",-0.388540046624196,"CHFU","All","class","group"
"2126",-0.372546534270286,"CHFU","All","class","group"
"2127",-0.292969066936682,"CHFU","All","class","group"
"2128",-0.408547051972333,"CHFU","All","class","group"
"2129",-0.358638871596116,"CHFU","All","class","group"
"2130",-0.282449455330423,"CHFU","All","class","group"
"2131",-0.308059511318878,"CHFU","All","class","group"
"2132",-0.250663413475446,"CHFU","All","class","group"
"2133",-0.311353842852764,"CHFU","All","class","group"
"2134",-0.36084276655767,"CHFU","All","class","group"
"2135",-0.394989244705705,"CHFU","All","class","group"
"2136",-0.364043868763899,"CHFU","All","class","group"
"2137",-0.233823167935747,"CHFU","All","class","group"
"2138",-0.353078745621839,"CHFU","All","class","group"
"2139",-0.432446540547097,"CHFU","All","class","group"
"2140",-0.320988891614207,"CHFU","All","class","group"
"2141",-0.365401858184005,"CHFU","All","class","group"
"2142",-0.351512599244282,"CHFU","All","class","group"
"2143",-0.282089682673739,"CHFU","All","class","group"
"2144",-0.415742462578302,"CHFU","All","class","group"
"2145",-0.460613610182252,"CHFU","All","class","group"
"2146",-0.336278386196811,"CHFU","All","class","group"
"2147",-0.338442571601452,"CHFU","All","class","group"
"2148",-0.336705837746206,"CHFU","All","class","group"
"2149",-0.38578897986312,"CHFU","All","class","group"
"2150",-0.369317416651293,"CHFU","All","class","group"
"2151",-0.174872037196014,"CHFU","All","class","group"
"2152",-0.404499878310627,"CHFU","All","class","group"
"2153",-0.247640946750392,"CHFU","All","class","group"
"2154",-0.258302260453732,"CHFU","All","class","group"
"2155",-0.445317649147351,"CHFU","All","class","group"
"2156",-0.260934051743813,"CHFU","All","class","group"
"2157",-0.272233927431432,"CHFU","All","class","group"
"2158",-0.258246256584503,"CHFU","All","class","group"
"2159",-0.300520723318843,"CHFU","All","class","group"
"2160",-0.315975197892654,"CHFU","All","class","group"
"2161",-0.35866456196599,"CHFU","All","class","group"
"2162",-0.218309124363054,"CHFU","All","class","group"
"2163",-0.28604614576135,"CHFU","All","class","group"
"2164",-0.286401340922197,"CHFU","All","class","group"
"2165",-0.453698257376844,"CHFU","All","class","group"
"2166",-0.325489754159215,"CHFU","All","class","group"
"2167",-0.329322328255438,"CHFU","All","class","group"
"2168",-0.399432934567642,"CHFU","All","class","group"
"2169",-0.223983569168911,"CHFU","All","class","group"
"2170",-0.387912406971504,"CHFU","All","class","group"
"2171",-0.308175114356859,"CHFU","All","class","group"
"2172",-0.371104376286616,"CHFU","All","class","group"
"2173",-0.420299013219853,"CHFU","All","class","group"
"2174",-0.484649355690097,"CHFU","All","class","group"
"2175",-0.361890432582231,"CHFU","All","class","group"
"2176",-0.360776101625119,"CHFU","All","class","group"
"2177",-0.431753224553443,"CHFU","All","class","group"
"2178",-0.351768013605674,"CHFU","All","class","group"
"2179",-0.348327567580312,"CHFU","All","class","group"
"2180",-0.239486693648508,"CHFU","All","class","group"
"2181",-0.31403744908407,"CHFU","All","class","group"
"2182",-0.368311322092259,"CHFU","All","class","group"
"2183",-0.250881996621556,"CHFU","All","class","group"
"2184",-0.382421731351295,"CHFU","All","class","group"
"2185",-0.415876868441275,"CHFU","All","class","group"
"2186",-0.180594562395783,"CHFU","All","class","group"
"2187",-0.495006448064151,"CHFU","All","class","group"
"2188",-0.454536642362014,"CHFU","All","class","group"
"2189",-0.387265653179596,"CHFU","All","class","group"
"2190",-0.432024473232554,"CHFU","All","class","group"
"2191",-0.288168016977397,"CHFU","All","class","group"
"2192",-0.2631363794603,"CHFU","All","class","group"
"2193",-0.311633657954589,"CHFU","All","class","group"
"2194",-0.284458002494426,"CHFU","All","class","group"
"2195",-0.311344530861068,"CHFU","All","class","group"
"2196",-0.348009758482141,"CHFU","All","class","group"
"2197",-0.349486500287569,"CHFU","All","class","group"
"2198",-0.429375778128604,"CHFU","All","class","group"
"2199",-0.427535914637294,"CHFU","All","class","group"
"2200",-0.346700495534917,"CHFU","All","class","group"
"2201",-0.389110338100202,"CHFU","All","class","group"
"2202",-0.20636499828043,"CHFU","All","class","group"
"2203",-0.357590767930254,"CHFU","All","class","group"
"2204",-0.259893424326741,"CHFU","All","class","group"
"2205",-0.295841486563339,"CHFU","All","class","group"
"2206",-0.364614877573678,"CHFU","All","class","group"
"2207",-0.313613840453066,"CHFU","All","class","group"
"2208",-0.297926544077646,"CHFU","All","class","group"
"2209",-0.353099814730407,"CHFU","All","class","group"
"2210",-0.283503544298137,"CHFU","All","class","group"
"2211",-0.346502411657485,"CHFU","All","class","group"
"2212",-0.378135903941668,"CHFU","All","class","group"
"2213",-0.393271163506669,"CHFU","All","class","group"
"2214",-0.249794721164229,"CHFU","All","class","group"
"2215",-0.306859024145877,"CHFU","All","class","group"
"2216",-0.290760509021983,"CHFU","All","class","group"
"2217",-0.3804107629948,"CHFU","All","class","group"
"2218",-0.446957475382697,"CHFU","All","class","group"
"2219",-0.411396187018287,"CHFU","All","class","group"
"2220",-0.22904509131329,"CHFU","All","class","group"
"2221",-0.23602410272244,"CHFU","All","class","group"
"2222",-0.383937004610996,"CHFU","All","class","group"
"2223",-0.323645358225408,"CHFU","All","class","group"
"2224",-0.406875006385376,"CHFU","All","class","group"
"2225",-0.377161247512525,"CHFU","All","class","group"
"2226",-0.355933229775225,"CHFU","All","class","group"
"2227",-0.413968265535769,"CHFU","All","class","group"
"2228",-0.398606806977895,"CHFU","All","class","group"
"2229",-0.391500031595392,"CHFU","All","class","group"
"2230",-0.243773186741119,"CHFU","All","class","group"
"2231",-0.427191476907732,"CHFU","All","class","group"
"2232",-0.375698472772781,"CHFU","All","class","group"
"2233",-0.278218325798683,"CHFU","All","class","group"
"2234",-0.31255525007701,"CHFU","All","class","group"
"2235",-0.356464215288564,"CHFU","All","class","group"
"2236",-0.166565633029924,"CHFU","All","class","group"
"2237",-0.323104530147203,"CHFU","All","class","group"
"2238",-0.351350632274913,"CHFU","All","class","group"
"2239",-0.445146840286472,"CHFU","All","class","group"
"2240",-0.290303727958098,"CHFU","All","class","group"
"2241",-0.425037474239361,"CHFU","All","class","group"
"2242",-0.181743687015433,"CHFU","All","class","group"
"2243",-0.332535202557081,"CHFU","All","class","group"
"2244",-0.384254215895308,"CHFU","All","class","group"
"2245",-0.355583883741364,"CHFU","All","class","group"
"2246",-0.35721973870788,"CHFU","All","class","group"
"2247",-0.231666286925643,"CHFU","All","class","group"
"2248",-0.305468628990699,"CHFU","All","class","group"
"2249",-0.334121049650983,"CHFU","All","class","group"
"2250",-0.298176806384934,"CHFU","All","class","group"
"2251",-0.269726301036321,"CHFU","All","class","group"
"2252",-0.350138381580324,"CHFU","All","class","group"
"2253",-0.367686855444826,"CHFU","All","class","group"
"2254",-0.405522812151289,"CHFU","All","class","group"
"2255",-0.328789711345615,"CHFU","All","class","group"
"2256",-0.259874622591613,"CHFU","All","class","group"
"2257",-0.264337167431661,"CHFU","All","class","group"
"2258",-0.402666719687791,"CHFU","All","class","group"
"2259",-0.38341014524678,"CHFU","All","class","group"
"2260",-0.262792072548688,"CHFU","All","class","group"
"2261",-0.417899269303889,"CHFU","All","class","group"
"2262",-0.398367593791708,"CHFU","All","class","group"
"2263",-0.362287440417758,"CHFU","All","class","group"
"2264",-0.366565295621766,"CHFU","All","class","group"
"2265",-0.355883048045303,"CHFU","All","class","group"
"2266",-0.259768289995165,"CHFU","All","class","group"
"2267",-0.444729640177403,"CHFU","All","class","group"
"2268",-0.314128130996832,"CHFU","All","class","group"
"2269",-0.29331105759159,"CHFU","All","class","group"
"2270",-0.384593150501142,"CHFU","All","class","group"
"2271",-0.371839294663474,"CHFU","All","class","group"
"2272",-0.318830120826049,"CHFU","All","class","group"
"2273",-0.450243954088383,"CHFU","All","class","group"
"2274",-0.189417688013087,"CHFU","All","class","group"
"2275",-0.207463137403044,"CHFU","All","class","group"
"2276",-0.217496577448435,"CHFU","All","class","group"
"2277",-0.327589196973822,"CHFU","All","class","group"
"2278",-0.243637375258328,"CHFU","All","class","group"
"2279",-0.394207688846996,"CHFU","All","class","group"
"2280",-0.435571148714599,"CHFU","All","class","group"
"2281",-0.425301002324711,"CHFU","All","class","group"
"2282",-0.28519584479604,"CHFU","All","class","group"
"2283",-0.447334842829565,"CHFU","All","class","group"
"2284",-0.361958052087956,"CHFU","All","class","group"
"2285",-0.336177732089571,"CHFU","All","class","group"
"2286",-0.394353321557604,"CHFU","All","class","group"
"2287",-0.22792820146328,"CHFU","All","class","group"
"2288",-0.371770120529191,"CHFU","All","class","group"
"2289",-0.406184131822106,"CHFU","All","class","group"
"2290",-0.454837412371271,"CHFU","All","class","group"
"2291",-0.429950753667181,"CHFU","All","class","group"
"2292",-0.440806185760088,"CHFU","All","class","group"
"2293",-0.380658867810952,"CHFU","All","class","group"
"2294",-0.217279175986928,"CHFU","All","class","group"
"2295",-0.167782820810911,"CHFU","All","class","group"
"2296",-0.386167884998184,"CHFU","All","class","group"
"2297",-0.328699087668477,"CHFU","All","class","group"
"2298",-0.419817914387529,"CHFU","All","class","group"
"2299",-0.327909881587391,"CHFU","All","class","group"
"2300",-0.369082993514074,"CHFU","All","class","group"
"2301",-0.389731302494134,"CHFU","All","class","group"
"2302",-0.330648173425697,"CHFU","All","class","group"
"2303",-0.387380966614569,"CHFU","All","class","group"
"2304",-0.320044450464707,"CHFU","All","class","group"
"2305",-0.293884918682579,"CHFU","All","class","group"
"2306",-0.423762046862783,"CHFU","All","class","group"
"2307",-0.357891422356375,"CHFU","All","class","group"
"2308",-0.352794640666343,"CHFU","All","class","group"
"2309",-0.377270066702159,"CHFU","All","class","group"
"2310",-0.288868526662976,"CHFU","All","class","group"
"2311",-0.386251704820251,"CHFU","All","class","group"
"2312",-0.390989096949698,"CHFU","All","class","group"
"2313",-0.380023411386634,"CHFU","All","class","group"
"2314",-0.331160792057272,"CHFU","All","class","group"
"2315",-0.144835896009086,"CHFU","All","class","group"
"2316",-0.331784479470425,"CHFU","All","class","group"
"2317",-0.450129333231386,"CHFU","All","class","group"
"2318",-0.332095693940787,"CHFU","All","class","group"
"2319",-0.329083739364973,"CHFU","All","class","group"
"2320",-0.334080492450385,"CHFU","All","class","group"
"2321",-0.355454792044015,"CHFU","All","class","group"
"2322",-0.279209383573671,"CHFU","All","class","group"
"2323",-0.445188194299473,"CHFU","All","class","group"
"2324",-0.399932746345321,"CHFU","All","class","group"
"2325",-0.282830365233457,"CHFU","All","class","group"
"2326",-0.256357899079164,"CHFU","All","class","group"
"2327",-0.459683483988372,"CHFU","All","class","group"
"2328",-0.370324694478011,"CHFU","All","class","group"
"2329",-0.374477685612483,"CHFU","All","class","group"
"2330",-0.399526787097266,"CHFU","All","class","group"
"2331",-0.356010864095649,"CHFU","All","class","group"
"2332",-0.451673360341872,"CHFU","All","class","group"
"2333",-0.36205540309717,"CHFU","All","class","group"
"2334",-0.344091033143492,"CHFU","All","class","group"
"2335",-0.398883658654,"CHFU","All","class","group"
"2336",-0.227512989251868,"CHFU","All","class","group"
"2337",-0.458449881161042,"CHFU","All","class","group"
"2338",-0.310345560322342,"CHFU","All","class","group"
"2339",-0.295546423694532,"CHFU","All","class","group"
"2340",-0.309686502217966,"CHFU","All","class","group"
"2341",-0.329000786345887,"CHFU","All","class","group"
"2342",-0.325603487269922,"CHFU","All","class","group"
"2343",-0.345005737988324,"CHFU","All","class","group"
"2344",-0.342235346450104,"CHFU","All","class","group"
"2345",-0.373664921598526,"CHFU","All","class","group"
"2346",-0.394449342458884,"CHFU","All","class","group"
"2347",-0.328968513083439,"CHFU","All","class","group"
"2348",-0.291670853160078,"CHFU","All","class","group"
"2349",-0.466421016496202,"CHFU","All","class","group"
"2350",-0.398287067455298,"CHFU","All","class","group"
"2351",-0.374263231356729,"CHFU","All","class","group"
"2352",-0.231820654530311,"CHFU","All","class","group"
"2353",-0.42297208286903,"CHFU","All","class","group"
"2354",-0.440154274325687,"CHFU","All","class","group"
"2355",-0.434839852388578,"CHFU","All","class","group"
"2356",-0.212229504434782,"CHFU","All","class","group"
"2357",-0.447283421084968,"CHFU","All","class","group"
"2358",-0.273408896791892,"CHFU","All","class","group"
"2359",-0.341447355332893,"CHFU","All","class","group"
"2360",-0.287958339401695,"CHFU","All","class","group"
"2361",-0.309002532521743,"CHFU","All","class","group"
"2362",-0.308999447518043,"CHFU","All","class","group"
"2363",-0.345488143170028,"CHFU","All","class","group"
"2364",-0.311573663558134,"CHFU","All","class","group"
"2365",-0.285665730060074,"CHFU","All","class","group"
"2366",-0.330274874849554,"CHFU","All","class","group"
"2367",-0.453637555148899,"CHFU","All","class","group"
"2368",-0.313875762437647,"CHFU","All","class","group"
"2369",-0.256429054184194,"CHFU","All","class","group"
"2370",-0.368331152513223,"CHFU","All","class","group"
"2371",-0.269335976679899,"CHFU","All","class","group"
"2372",-0.37501274025583,"CHFU","All","class","group"
"2373",-0.386628814695011,"CHFU","All","class","group"
"2374",-0.307777955421333,"CHFU","All","class","group"
"2375",-0.415340208645468,"CHFU","All","class","group"
"2376",-0.370229116955734,"CHFU","All","class","group"
"2377",-0.256403916242432,"CHFU","All","class","group"
"2378",-0.392354098540947,"CHFU","All","class","group"
"2379",-0.429289291539102,"CHFU","All","class","group"
"2380",-0.350632146082444,"CHFU","All","class","group"
"2381",-0.394523110123897,"CHFU","All","class","group"
"2382",-0.437104248945313,"CHFU","All","class","group"
"2383",-0.369121203010042,"CHFU","All","class","group"
"2384",-0.437022872568012,"CHFU","All","class","group"
"2385",-0.301879728826756,"CHFU","All","class","group"
"2386",-0.38257476823055,"CHFU","All","class","group"
"2387",-0.348179435830871,"CHFU","All","class","group"
"2388",-0.149892034712762,"CHFU","All","class","group"
"2389",-0.324763481842787,"CHFU","All","class","group"
"2390",-0.40787737624233,"CHFU","All","class","group"
"2391",-0.337765047621733,"CHFU","All","class","group"
"2392",-0.341751742993307,"CHFU","All","class","group"
"2393",-0.322287282878181,"CHFU","All","class","group"
"2394",-0.432263250128177,"CHFU","All","class","group"
"2395",-0.309257199856743,"CHFU","All","class","group"
"2396",-0.280445128534065,"CHFU","All","class","group"
"2397",-0.300170552302284,"CHFU","All","class","group"
"2398",-0.222880860230659,"CHFU","All","class","group"
"2399",-0.311596472015443,"CHFU","All","class","group"
"2400",-0.438887183188409,"CHFU","All","class","group"
"2401",-0.394043568649118,"CHFU","All","class","group"
"2402",-0.361687380087564,"CHFU","All","class","group"
"2403",-0.442938456470219,"CHFU","All","class","group"
"2404",-0.25636748057385,"CHFU","All","class","group"
"2405",-0.314975710161386,"CHFU","All","class","group"
"2406",-0.323058391325005,"CHFU","All","class","group"
"2407",-0.266132623641765,"CHFU","All","class","group"
"2408",-0.310636077158291,"CHFU","All","class","group"
"2409",-0.32773574591801,"CHFU","All","class","group"
"2410",-0.348973699654454,"CHFU","All","class","group"
"2411",-0.359361598655166,"CHFU","All","class","group"
"2412",-0.289703355312631,"CHFU","All","class","group"
"2413",-0.271260542018292,"CHFU","All","class","group"
"2414",-0.358517998236914,"CHFU","All","class","group"
"2415",-0.435182298406143,"CHFU","All","class","group"
"2416",-0.338570218391847,"CHFU","All","class","group"
"2417",-0.459890628470423,"CHFU","All","class","group"
"2418",-0.411007152068244,"CHFU","All","class","group"
"2419",-0.437008371547373,"CHFU","All","class","group"
"2420",-0.401880122463764,"CHFU","All","class","group"
"2421",-0.417473227019795,"CHFU","All","class","group"
"2422",-0.257342368258348,"CHFU","All","class","group"
"2423",-0.433763110696855,"CHFU","All","class","group"
"2424",-0.340831678549925,"CHFU","All","class","group"
"2425",-0.363557893167479,"CHFU","All","class","group"
"2426",-0.392573486449968,"CHFU","All","class","group"
"2427",-0.363468379574811,"CHFU","All","class","group"
"2428",-0.319807348867768,"CHFU","All","class","group"
"2429",-0.349375771383102,"CHFU","All","class","group"
"2430",-0.364517811367973,"CHFU","All","class","group"
"2431",-0.400700830297226,"CHFU","All","class","group"
"2432",-0.324981949932394,"CHFU","All","class","group"
"2433",-0.383799643702766,"CHFU","All","class","group"
"2434",-0.27260208706945,"CHFU","All","class","group"
"2435",-0.44854483235023,"CHFU","All","class","group"
"2436",-0.482811437129759,"CHFU","All","class","group"
"2437",-0.367662271567047,"CHFU","All","class","group"
"2438",-0.347862909286402,"CHFU","All","class","group"
"2439",-0.429008549494407,"CHFU","All","class","group"
"2440",-0.414126732877935,"CHFU","All","class","group"
"2441",-0.406968984977385,"CHFU","All","class","group"
"2442",-0.312333845478755,"CHFU","All","class","group"
"2443",-0.399662270917458,"CHFU","All","class","group"
"2444",-0.468455964479575,"CHFU","All","class","group"
"2445",-0.212872502016837,"CHFU","All","class","group"
"2446",-0.350643008697247,"CHFU","All","class","group"
"2447",-0.267465098685685,"CHFU","All","class","group"
"2448",-0.277601225827345,"CHFU","All","class","group"
"2449",-0.405833448510538,"CHFU","All","class","group"
"2450",-0.385466741940726,"CHFU","All","class","group"
"2451",-0.468707121470776,"CHFU","All","class","group"
"2452",-0.34087289897959,"CHFU","All","class","group"
"2453",-0.324301162347586,"CHFU","All","class","group"
"2454",-0.302492310535408,"CHFU","All","class","group"
"2455",-0.35489599266434,"CHFU","All","class","group"
"2456",-0.345606651634284,"CHFU","All","class","group"
"2457",-0.324876696128822,"CHFU","All","class","group"
"2458",-0.235057558666344,"CHFU","All","class","group"
"2459",-0.480646430626559,"CHFU","All","class","group"
"2460",-0.335490599955209,"CHFU","All","class","group"
"2461",-0.32004458020618,"CHFU","All","class","group"
"2462",-0.362492089316032,"CHFU","All","class","group"
"2463",-0.329298309466754,"CHFU","All","class","group"
"2464",-0.337642899640392,"CHFU","All","class","group"
"2465",-0.328146689445185,"CHFU","All","class","group"
"2466",-0.377696392135771,"CHFU","All","class","group"
"2467",-0.383423950685666,"CHFU","All","class","group"
"2468",-0.392986715458551,"CHFU","All","class","group"
